ANON_ID,Birthdate,Gen,Eth_2122,Fluency_2122,SpEd_2122,Grade_2122,AttRate_2122,DaysEnr_2122,DaysAbs_2122,Susp_2122,CurrWeightedTotGPA_2122,SED_2122,School Name,Zip_2122
22346,2006-11-11,M,Latino,EL,Not Special Ed,9,0.9833,180.0,3.0,,2.25,SED,Castlemont,
22401,2005-12-12,F,Latino,RFEP,Not Special Ed,10,0.9611,180.0,7.0,,4.0,SED,Castlemont,
22464,2007-04-30,M,Latino,EL,Special Ed,9,0.9333,180.0,12.0,,3.25,Not SED,Castlemont,
22477,2001-03-27,M,Latino,EL,Not Special Ed,12,0.6278,180.0,67.0,,1.57,SED,Castlemont,
22514,2004-08-17,F,African American,EO,Not Special Ed,12,0.8278,180.0,31.0,,3.33,SED,Castlemont,
22726,2007-10-12,F,African American,EO,Not Special Ed,9,0.6531,49.0,17.0,,2.0,Not SED,Castlemont,
22794,2005-11-22,M,African American,EO,Not Special Ed,11,0.9326,89.0,6.0,,0.0,SED,Castlemont,
23152,2002-09-18,F,African American,IFEP,Not Special Ed,12,0.5417,24.0,11.0,,0.0,SED,Castlemont,
23211,2007-04-20,M,Latino,EL,Not Special Ed,9,0.9609,179.0,7.0,,1.75,SED,Castlemont,
23267,2006-02-02,M,African American,EO,Special Ed,10,0.9833,180.0,3.0,,3.88,Not SED,Castlemont,
23268,2006-02-02,M,African American,EO,Special Ed,10,0.9778,180.0,4.0,,3.75,Not SED,Castlemont,
23353,2004-02-08,F,Latino,EL,Not Special Ed,9,0.6763,173.0,56.0,,1.63,SED,Castlemont,
23356,2005-03-26,M,Latino,EL,Not Special Ed,9,0.1418,134.0,115.0,,0.0,SED,Castlemont,
23477,2005-07-26,M,African American,EO,Not Special Ed,11,0.8944,180.0,19.0,,2.14,SED,Castlemont,
23481,2006-04-30,M,African American,EO,Not Special Ed,10,0.6897,87.0,27.0,,0.0,SED,Castlemont,
23530,2004-11-01,M,Latino,RFEP,Not Special Ed,11,0.8944,180.0,19.0,,3.71,SED,Castlemont,
23567,2005-07-16,M,Latino,EL,Not Special Ed,9,0.3191,47.0,32.0,,0.0,SED,Castlemont,
23579,2004-06-03,M,Latino,EL,Not Special Ed,10,0.9722,180.0,5.0,,2.75,SED,Castlemont,
23632,2007-08-08,F,Latino,EL,Not Special Ed,9,0.7956,137.0,28.0,1.0,1.5,SED,Castlemont,
23669,2006-07-10,M,Latino,EL,Not Special Ed,9,0.661,59.0,20.0,2.0,0.5,SED,Castlemont,
23760,2001-08-17,M,Latino,EL,Not Special Ed,12,0.3415,123.0,81.0,,0.0,SED,Castlemont,
23774,2003-10-20,M,Latino,EL,Special Ed,12,0.9167,180.0,15.0,,3.2,SED,Castlemont,
23834,2007-09-10,M,African American,EO,Not Special Ed,9,0.7697,178.0,41.0,,2.0,SED,Castlemont,
23881,2007-03-26,M,Latino,RFEP,Not Special Ed,9,0.9583,168.0,7.0,,2.0,SED,Castlemont,
24220,2003-03-17,F,Latino,EL,Not Special Ed,12,0.8056,180.0,35.0,,1.86,SED,Castlemont,
24221,2005-05-02,M,Latino,EL,Not Special Ed,9,0.9804,51.0,1.0,,3.25,Not SED,Castlemont,
24222,2001-07-26,M,Latino,EL,Not Special Ed,12,0.9556,180.0,8.0,,1.67,SED,Castlemont,
24431,2003-10-08,F,Latino,EL,Not Special Ed,12,0.6667,180.0,60.0,,1.5,SED,Castlemont,
24433,2005-04-05,M,Latino,RFEP,Not Special Ed,11,0.9667,180.0,6.0,,4.0,SED,Castlemont,
24434,2005-04-05,M,Latino,RFEP,Not Special Ed,11,0.9556,180.0,8.0,,3.38,SED,Castlemont,
24482,2005-04-13,M,Not Reported,EL,Not Special Ed,9,0.7758,165.0,37.0,,2.38,SED,Castlemont,
24637,2004-08-27,M,Latino,EL,Not Special Ed,9,0.9892,93.0,1.0,,3.13,Not SED,Castlemont,
24647,2005-10-28,F,Latino,EL,Not Special Ed,11,0.1438,146.0,125.0,,0.0,SED,Castlemont,
24651,2003-05-06,M,Latino,EL,Not Special Ed,12,0.6889,180.0,56.0,,2.0,Not SED,Castlemont,
24656,2005-04-09,F,Latino,EL,Not Special Ed,10,0.9222,180.0,14.0,,3.38,SED,Castlemont,
24659,2003-05-06,M,Latino,EL,Not Special Ed,12,0.6889,180.0,56.0,,2.0,Not SED,Castlemont,
24685,2006-04-19,M,Latino,RFEP,Not Special Ed,10,0.9167,180.0,15.0,,4.0,SED,Castlemont,
24770,2004-03-03,M,Latino,EL,Not Special Ed,9,0.9722,180.0,5.0,,0.5,Not SED,Castlemont,
24778,2002-10-24,M,Latino,EL,Special Ed,12,0.3263,95.0,64.0,,0.0,SED,Castlemont,
24808,2004-03-03,F,Latino,RFEP,Not Special Ed,12,0.5944,180.0,73.0,,1.33,SED,Castlemont,
24828,2005-04-05,M,Latino,RFEP,Not Special Ed,11,0.9667,180.0,6.0,,4.0,SED,Castlemont,
24829,2005-04-05,M,Latino,RFEP,Not Special Ed,11,0.9556,180.0,8.0,,3.38,SED,Castlemont,
24879,2005-01-14,M,Latino,RFEP,Not Special Ed,11,0.9333,180.0,12.0,,1.5,SED,Castlemont,
25197,2005-07-09,M,Latino,EL,Not Special Ed,11,0.8611,180.0,25.0,,3.13,SED,Castlemont,
25198,2003-10-17,M,Latino,EL,Not Special Ed,11,0.9278,180.0,13.0,,2.63,SED,Castlemont,
25448,2008-08-20,F,Asian,EL,Not Special Ed,9,0.2677,127.0,93.0,,0.0,SED,Castlemont,
25572,2006-03-11,F,Latino,EO,Not Special Ed,10,0.5167,180.0,87.0,,1.5,SED,Castlemont,
25573,2005-06-06,F,Latino,RFEP,Not Special Ed,11,0.8693,176.0,23.0,,4.0,SED,Castlemont,
25587,2005-11-26,M,Latino,RFEP,Not Special Ed,11,0.7889,180.0,38.0,1.0,1.29,SED,Castlemont,
25598,2006-07-25,M,African American,EO,Not Special Ed,10,0.8693,153.0,20.0,,3.13,SED,Castlemont,
25626,2004-01-27,F,African American,EO,Not Special Ed,12,0.6429,168.0,60.0,,3.0,SED,Castlemont,
25677,2004-05-18,F,African American,EO,Special Ed,12,0.9167,180.0,15.0,,4.0,SED,Castlemont,
25738,2004-08-22,F,Latino,TBD,Not Special Ed,10,0.8929,28.0,3.0,,3.0,Not SED,Castlemont,
25739,2004-12-06,M,Latino,EL,Not Special Ed,9,0.8813,160.0,19.0,,2.13,SED,Castlemont,
25849,2003-07-13,F,African American,EO,Special Ed,11,0.0667,180.0,168.0,,0.0,SED,Castlemont,
25891,2007-04-04,M,Latino,EL,Not Special Ed,9,0.9333,120.0,8.0,,1.0,SED,Castlemont,
25939,2004-10-07,F,Latino,TBD,Not Special Ed,9,0.9063,32.0,3.0,,0.0,Not SED,Castlemont,
26181,2006-11-21,M,Latino,EL,Not Special Ed,10,0.9111,180.0,16.0,,3.5,SED,Castlemont,
26313,2006-03-19,M,Latino,RFEP,Not Special Ed,9,0.7944,180.0,37.0,,1.75,SED,Castlemont,
26329,2004-06-24,M,Latino,EL,Not Special Ed,9,0.9255,94.0,7.0,,2.75,Not SED,Castlemont,
26342,2002-12-04,M,Latino,EL,Not Special Ed,11,0.9278,180.0,13.0,,1.29,SED,Castlemont,
26410,2005-08-23,M,Latino,EL,Not Special Ed,10,0.9314,175.0,12.0,,3.5,SED,Castlemont,
26663,2005-08-08,F,Latino,EL,Not Special Ed,11,0.9753,81.0,2.0,,3.75,Not SED,Castlemont,
26718,2005-07-27,F,Latino,RFEP,Not Special Ed,11,0.6722,180.0,59.0,,1.83,SED,Castlemont,
26886,2006-05-08,M,Latino,EL,Not Special Ed,9,0.8977,88.0,9.0,,2.63,Not SED,Castlemont,
26908,2002-03-06,M,Latino,EL,Not Special Ed,10,0.7758,165.0,37.0,,1.5,SED,Castlemont,
26912,2002-03-06,M,Latino,EL,Not Special Ed,12,0.6909,165.0,51.0,,1.25,SED,Castlemont,
26913,2005-06-28,M,Latino,EL,Not Special Ed,9,0.9787,94.0,2.0,,3.25,Not SED,Castlemont,
27176,2006-01-11,F,African American,EO,Not Special Ed,10,0.9444,180.0,10.0,,2.38,Not SED,Castlemont,
27182,2006-01-11,F,African American,EO,Not Special Ed,10,0.9444,180.0,10.0,,2.38,Not SED,Castlemont,
27305,2006-05-07,F,African American,EO,Special Ed,10,0.2889,135.0,96.0,1.0,0.0,SED,Castlemont,
27375,2004-09-03,M,Latino,EL,Not Special Ed,12,0.9,180.0,18.0,,2.5,SED,Castlemont,
27415,2004-12-27,F,Latino,RFEP,Not Special Ed,11,0.4233,163.0,94.0,1.0,0.38,SED,Castlemont,
27462,2007-06-18,M,African American,EO,Special Ed,9,0.8353,170.0,28.0,,1.5,SED,Castlemont,
27573,2004-05-24,F,African American,EO,Special Ed,12,0.2198,91.0,71.0,,0.0,SED,Castlemont,
27624,2005-11-13,F,African American,EO,Not Special Ed,10,0.9611,180.0,7.0,,2.86,SED,Castlemont,
27691,2007-07-28,F,Latino,TBD,Not Special Ed,9,0.7692,13.0,3.0,,0.0,Not SED,Castlemont,
27693,2003-09-02,M,Latino,EL,Not Special Ed,11,0.8727,165.0,21.0,,1.57,SED,Castlemont,
27694,2003-09-02,M,Latino,EL,Not Special Ed,11,0.8727,165.0,21.0,,1.57,SED,Castlemont,
27923,2005-11-24,F,African American,EO,Not Special Ed,11,0.8443,167.0,26.0,,3.88,SED,Castlemont,
28161,2003-01-22,F,Latino,EL,Not Special Ed,11,0.9222,180.0,14.0,,4.0,SED,Castlemont,
28342,2006-12-15,M,Latino,EL,Special Ed,9,0.5389,180.0,83.0,,0.0,Not SED,Castlemont,
28349,2006-10-19,M,Latino,EL,Special Ed,9,0.6111,180.0,70.0,,1.2,Not SED,Castlemont,
28377,2004-01-29,M,Latino,EL,Not Special Ed,11,0.8488,86.0,13.0,,0.0,SED,Castlemont,
28583,2006-03-19,M,Latino,EL,Not Special Ed,9,0.9512,82.0,4.0,,0.0,SED,Castlemont,
28653,2006-04-16,M,Latino,EL,Special Ed,10,0.9202,163.0,13.0,,4.0,SED,Castlemont,
28737,2004-02-10,M,African American,EO,Special Ed,12,0.8556,180.0,26.0,,3.0,SED,Castlemont,
28813,2004-02-01,M,African American,EL,Not Special Ed,12,0.9722,180.0,5.0,,3.57,SED,Castlemont,
28814,2004-02-01,F,African American,EL,Not Special Ed,12,0.9722,180.0,5.0,,3.43,SED,Castlemont,
28890,2006-05-09,M,Multiple Ethnicity,EO,Special Ed,10,0.7349,83.0,22.0,,2.5,SED,Castlemont,
28946,2005-05-02,M,Multiple Ethnicity,EO,Not Special Ed,11,0.8072,83.0,16.0,,3.0,SED,Castlemont,
29503,2005-01-02,M,African American,EO,Not Special Ed,11,0.7278,180.0,49.0,,2.43,SED,Castlemont,
29801,2006-10-08,F,African American,EO,Special Ed,10,0.8712,163.0,21.0,,2.88,SED,Castlemont,
29907,2006-08-06,M,Latino,RFEP,Not Special Ed,10,0.7944,180.0,37.0,,2.5,SED,Castlemont,
30126,2006-06-27,F,African American,EO,Not Special Ed,9,0.4444,180.0,100.0,,0.4,SED,Castlemont,
30286,2003-06-21,M,Latino,EL,Not Special Ed,12,0.4278,180.0,103.0,,0.5,SED,Castlemont,
30301,2007-10-20,F,Latino,EL,Not Special Ed,9,0.5,4.0,2.0,,0.0,SED,Castlemont,
30414,2006-04-11,F,Latino,EO,Not Special Ed,10,0.4242,33.0,19.0,,0.0,SED,Castlemont,
30496,2005-02-04,F,Latino,EL,Not Special Ed,11,0.7611,180.0,43.0,,3.14,SED,Castlemont,
30582,2004-08-20,F,Latino,RFEP,Not Special Ed,12,0.9333,180.0,12.0,,3.8,SED,Castlemont,
30592,2003-05-25,F,Latino,EL,Not Special Ed,12,0.2105,76.0,60.0,,0.0,SED,Castlemont,
30617,2004-09-19,M,Latino,EL,Not Special Ed,10,0.9237,118.0,9.0,,2.0,Not SED,Castlemont,
30657,2004-08-20,F,Latino,RFEP,Not Special Ed,12,0.9333,180.0,12.0,,3.8,SED,Castlemont,
30707,2003-12-06,F,Latino,EL,Not Special Ed,10,0.9655,174.0,6.0,,3.63,SED,Castlemont,
30764,2007-07-20,M,Latino,EL,Not Special Ed,9,0.9636,165.0,6.0,,3.25,SED,Castlemont,
30795,2003-12-17,M,Latino,EL,Not Special Ed,9,0.7613,155.0,37.0,,1.63,SED,Castlemont,
30839,2005-11-26,F,Latino,EL,Not Special Ed,9,0.9429,70.0,4.0,,2.29,Not SED,Castlemont,
30857,2007-11-26,M,Latino,EL,Not Special Ed,9,0.6444,180.0,64.0,,0.25,SED,Castlemont,
30927,2006-07-27,F,Latino,EL,Not Special Ed,9,0.9784,139.0,3.0,,3.13,SED,Castlemont,
30929,2006-12-10,F,Latino,RFEP,Not Special Ed,9,0.8699,146.0,19.0,,2.63,SED,Castlemont,
30930,2003-12-08,F,Latino,EL,Not Special Ed,12,0.8158,152.0,28.0,,2.6,SED,Castlemont,
30957,2006-07-27,F,Latino,EL,Not Special Ed,9,1.0,2.0,0.0,,0.0,Not SED,Castlemont,
30999,2007-02-18,M,Latino,EL,Not Special Ed,9,0.8929,56.0,6.0,,2.5,Not SED,Castlemont,
31080,2006-05-12,M,Latino,RFEP,Not Special Ed,10,0.9333,180.0,12.0,,3.0,SED,Castlemont,
31267,2004-10-23,F,Latino,RFEP,Not Special Ed,12,0.5747,174.0,74.0,,1.75,SED,Castlemont,
31312,2004-09-26,M,Latino,EL,Not Special Ed,9,0.9647,85.0,3.0,,1.5,Not SED,Castlemont,
31928,2007-10-05,M,African American,EO,Not Special Ed,9,0.8444,180.0,28.0,,2.63,SED,Castlemont,
32156,2006-08-01,M,African American,EO,Special Ed,10,0.7444,180.0,46.0,,3.38,SED,Castlemont,
32362,2005-05-30,F,African American,EO,Not Special Ed,11,0.4479,96.0,53.0,,1.67,SED,Castlemont,
32739,2005-10-16,F,Latino,EL,Not Special Ed,9,0.8667,60.0,8.0,,0.0,SED,Castlemont,
32761,2005-05-11,M,Not Reported,EO,Not Special Ed,10,0.8077,156.0,30.0,,1.75,SED,Castlemont,
32978,2006-07-10,M,African American,EO,Not Special Ed,10,0.7654,179.0,42.0,,2.13,SED,Castlemont,
33059,2005-11-04,M,African American,EO,Not Special Ed,11,0.8636,176.0,24.0,,1.86,SED,Castlemont,
33243,2005-12-25,F,Latino,EL,Not Special Ed,9,0.5762,151.0,64.0,,0.2,SED,Castlemont,
33317,2005-05-21,F,African American,EO,Not Special Ed,11,0.8056,180.0,35.0,,1.86,SED,Castlemont,
33536,2006-11-10,M,Latino,EL,Not Special Ed,9,0.8615,65.0,9.0,,2.38,Not SED,Castlemont,
33596,2006-11-20,M,Latino,EL,Not Special Ed,10,0.8278,180.0,31.0,,2.38,SED,Castlemont,
33598,2005-04-09,M,Latino,EL,Not Special Ed,10,0.75,180.0,45.0,,2.25,SED,Castlemont,
33610,2006-11-01,F,Latino,EL,Not Special Ed,10,0.6333,180.0,66.0,,2.25,SED,Castlemont,
33611,2005-03-25,F,Latino,EL,Not Special Ed,11,0.8722,180.0,23.0,,2.83,SED,Castlemont,
33620,2004-12-29,M,Latino,EL,Not Special Ed,9,0.9486,175.0,9.0,,2.88,SED,Castlemont,
33805,2004-08-18,F,African American,EO,Not Special Ed,11,0.3278,180.0,121.0,,0.5,SED,Castlemont,
34039,2004-03-31,M,Latino,EL,Not Special Ed,12,0.2308,117.0,90.0,,0.0,SED,Castlemont,
34316,2006-07-16,F,African American,EO,Not Special Ed,10,0.6923,169.0,52.0,2.0,2.13,SED,Castlemont,
34406,2004-08-29,F,African American,EO,Not Special Ed,12,0.9667,180.0,6.0,,3.63,SED,Castlemont,
34411,2004-05-10,F,African American,EO,Not Special Ed,12,0.7278,180.0,49.0,,1.0,SED,Castlemont,
34501,2004-06-01,F,Latino,EL,Not Special Ed,9,0.4048,126.0,75.0,,0.0,SED,Castlemont,
34614,2004-03-05,F,Latino,IFEP,Not Special Ed,12,0.9762,168.0,4.0,,3.83,SED,Castlemont,
34725,2005-10-23,M,Latino,EL,Not Special Ed,11,0.9278,180.0,13.0,,3.63,SED,Castlemont,
34840,2004-10-03,F,Latino,EL,Not Special Ed,9,0.6435,115.0,41.0,,0.88,Not SED,Castlemont,
34853,2003-12-15,M,Latino,EL,Not Special Ed,12,0.3372,86.0,57.0,,0.0,SED,Castlemont,
34858,2004-04-27,F,Latino,EL,Not Special Ed,12,0.9278,180.0,13.0,,3.5,SED,Castlemont,
34868,2006-01-09,F,Latino,EL,Not Special Ed,9,0.7966,59.0,12.0,,2.38,Not SED,Castlemont,
34908,2004-10-08,F,Latino,EL,Not Special Ed,9,0.8411,107.0,17.0,,2.38,Not SED,Castlemont,
34913,2004-02-05,M,Latino,RFEP,Not Special Ed,12,0.6333,180.0,66.0,,2.33,SED,Castlemont,
34954,2004-03-13,M,Latino,TBD,Not Special Ed,11,0.3725,51.0,32.0,,0.0,Not SED,Castlemont,
34964,2006-06-23,F,Latino,RFEP,Not Special Ed,10,0.7739,115.0,26.0,,0.0,Not SED,Castlemont,
35130,2007-06-29,F,African American,EO,Special Ed,9,0.9,180.0,18.0,,2.0,SED,Castlemont,
35284,2004-01-12,M,African American,EO,Not Special Ed,12,0.2791,43.0,31.0,,0.0,SED,Castlemont,
35359,2003-05-24,M,African American,EO,Not Special Ed,12,0.2611,180.0,133.0,,0.0,SED,Castlemont,
35380,2007-02-14,M,African American,EO,Special Ed,9,0.6379,116.0,42.0,,2.0,SED,Castlemont,
35512,2006-08-03,F,Not Reported,EO,Not Special Ed,10,0.8547,179.0,26.0,,2.75,SED,Castlemont,
35584,2004-12-07,F,African American,EO,Special Ed,11,0.2944,180.0,127.0,,0.75,SED,Castlemont,
35778,2006-08-14,M,African American,EO,Special Ed,9,0.5278,180.0,85.0,1.0,1.29,SED,Castlemont,
35919,2007-10-09,M,African American,EO,Not Special Ed,9,0.5543,92.0,41.0,1.0,1.5,SED,Castlemont,
36080,2005-07-15,M,Latino,EL,Not Special Ed,9,0.9072,97.0,9.0,,3.0,Not SED,Castlemont,
36095,2005-05-24,M,Latino,EL,Not Special Ed,10,0.9722,180.0,5.0,,2.0,SED,Castlemont,
36099,2002-06-05,F,Latino,EL,Not Special Ed,12,0.8111,180.0,34.0,,3.0,SED,Castlemont,
36104,2004-07-04,F,Latino,TBD,Not Special Ed,10,0.8667,30.0,4.0,,3.0,Not SED,Castlemont,
36426,2005-05-26,M,Pacific Islander,EL,Not Special Ed,11,0.7333,180.0,48.0,,3.29,SED,Castlemont,
36428,2005-11-18,F,Pacific Islander,EO,Not Special Ed,11,0.8547,179.0,26.0,2.0,1.57,Not SED,Castlemont,
36442,2006-11-03,M,Pacific Islander,EO,Not Special Ed,10,0.8556,180.0,26.0,,3.0,Not SED,Castlemont,
36579,2005-10-22,M,African American,EO,Special Ed,11,0.7,160.0,48.0,1.0,1.63,SED,Castlemont,
36642,2007-01-04,F,Not Reported,EO,Not Special Ed,9,0.4615,26.0,14.0,,0.0,Not SED,Castlemont,
37310,2006-05-09,F,African American,EO,Not Special Ed,10,0.9429,175.0,10.0,,3.63,SED,Castlemont,
37771,2007-08-04,F,Latino,EL,Not Special Ed,9,0.9848,66.0,1.0,,3.88,Not SED,Castlemont,
37847,2004-08-23,M,Latino,EL,Not Special Ed,9,0.5,94.0,47.0,,1.14,Not SED,Castlemont,
38004,2004-10-05,M,African American,EO,Special Ed,12,0.9556,180.0,8.0,,3.5,SED,Castlemont,
38469,2006-05-20,M,Latino,RFEP,Not Special Ed,10,0.8111,180.0,34.0,,2.25,SED,Castlemont,
38470,2006-05-20,F,Latino,RFEP,Not Special Ed,10,0.8111,180.0,34.0,,2.25,SED,Castlemont,
38516,2003-09-29,M,Asian,EL,Not Special Ed,12,0.9889,180.0,2.0,,3.67,SED,Castlemont,
38604,2003-09-29,M,Asian,EL,Not Special Ed,12,0.9889,180.0,2.0,,3.67,SED,Castlemont,
38763,2007-08-17,M,African American,EO,Special Ed,9,0.9721,179.0,5.0,1.0,3.13,SED,Castlemont,
38815,2006-12-11,M,African American,EO,Not Special Ed,9,0.8611,180.0,25.0,1.0,2.75,SED,Castlemont,
38841,2004-07-23,F,African American,EO,Not Special Ed,12,0.7556,180.0,44.0,,3.5,SED,Castlemont,
39036,2006-11-07,M,Latino,EO,Not Special Ed,9,0.9483,174.0,9.0,,2.43,SED,Castlemont,
39069,2004-10-06,F,African American,EL,Not Special Ed,12,0.7143,7.0,2.0,,0.0,SED,Castlemont,
39210,2007-02-16,F,Pacific Islander,EO,Not Special Ed,9,0.7861,173.0,37.0,,1.5,SED,Castlemont,
39327,2003-09-26,M,African American,EO,Not Special Ed,12,0.9278,180.0,13.0,,2.86,SED,Castlemont,
39359,2005-01-20,M,African American,EO,Not Special Ed,11,0.8333,180.0,30.0,,1.67,SED,Castlemont,
39368,2006-10-18,M,African American,EO,Special Ed,10,0.7944,180.0,37.0,,1.83,SED,Castlemont,
39798,2006-08-28,F,African American,EO,Not Special Ed,10,0.8444,180.0,28.0,1.0,2.13,SED,Castlemont,
39840,2005-08-01,F,Latino,RFEP,Not Special Ed,12,0.9313,131.0,9.0,,3.13,SED,Castlemont,
40191,2007-05-15,M,African American,EO,Special Ed,9,0.4167,180.0,105.0,,0.0,SED,Castlemont,
40217,2004-04-15,F,Latino,EL,Special Ed,12,0.9111,180.0,16.0,,3.14,SED,Castlemont,
40218,2004-04-15,M,Latino,EL,Not Special Ed,11,0.9111,180.0,16.0,,2.57,SED,Castlemont,
40245,2006-08-29,M,African American,EO,Not Special Ed,10,0.9722,180.0,5.0,,2.5,SED,Castlemont,
40250,2004-06-02,F,African American,EO,Special Ed,12,0.2759,29.0,21.0,,0.0,SED,Castlemont,
40287,2004-10-05,M,African American,EO,Not Special Ed,12,0.9106,179.0,16.0,1.0,3.4,SED,Castlemont,
40449,2005-09-11,F,Latino,RFEP,Not Special Ed,11,0.8611,180.0,25.0,,2.14,SED,Castlemont,
40513,2003-05-08,M,Latino,RFEP,Not Special Ed,12,0.3333,33.0,22.0,,0.0,SED,Castlemont,
40525,2005-05-08,M,Latino,EO,Not Special Ed,11,0.6167,180.0,69.0,,1.71,Not SED,Castlemont,
40627,2006-07-06,F,Latino,RFEP,Not Special Ed,10,0.9056,180.0,17.0,,1.38,SED,Castlemont,
40824,2000-04-05,F,Latino,EL,Not Special Ed,12,0.2593,27.0,20.0,,0.0,SED,Castlemont,
40892,2006-09-08,M,Latino,EL,Not Special Ed,9,0.9379,145.0,9.0,,1.38,SED,Castlemont,
40898,2006-03-20,M,Latino,EL,Not Special Ed,9,0.9608,51.0,2.0,,3.63,Not SED,Castlemont,
40923,2007-01-23,F,Latino,EL,Not Special Ed,9,0.7167,180.0,51.0,,1.63,SED,Castlemont,
41078,2003-08-31,M,Latino,EL,Not Special Ed,12,0.6364,77.0,28.0,,0.0,SED,Castlemont,
41090,2006-05-29,F,Latino,EL,Not Special Ed,9,0.9369,111.0,7.0,,2.25,Not SED,Castlemont,
41111,2006-07-06,F,Latino,RFEP,Not Special Ed,10,0.9056,180.0,17.0,,1.38,SED,Castlemont,
41202,2004-07-25,M,Latino,RFEP,Not Special Ed,12,0.9111,180.0,16.0,,2.4,SED,Castlemont,
41245,2004-06-17,F,Latino,EO,Not Special Ed,12,0.8444,180.0,28.0,,2.5,SED,Castlemont,
41317,2003-12-19,F,Latino,EL,Not Special Ed,12,0.9,20.0,2.0,,0.0,Not SED,Castlemont,
41743,2006-11-18,M,Latino,EL,Not Special Ed,10,0.9556,180.0,8.0,,1.75,SED,Castlemont,
41746,2005-05-13,M,Latino,EL,Not Special Ed,11,0.95,180.0,9.0,,3.0,SED,Castlemont,
41753,2003-03-10,M,Latino,EL,Not Special Ed,12,0.6833,180.0,57.0,,1.4,SED,Castlemont,
41824,2004-11-02,M,Latino,EL,Not Special Ed,9,0.9938,160.0,1.0,,2.88,SED,Castlemont,
41848,2005-05-19,F,Latino,RFEP,Not Special Ed,11,0.8833,180.0,21.0,,3.83,SED,Castlemont,
42178,2007-06-08,F,African American,EO,Not Special Ed,9,0.8295,129.0,22.0,,0.0,SED,Castlemont,
42319,2007-01-31,F,Latino,EL,Not Special Ed,9,0.9825,57.0,1.0,,3.5,Not SED,Castlemont,
42461,2003-08-07,F,Latino,EL,Not Special Ed,11,0.9611,180.0,7.0,,3.43,SED,Castlemont,
42559,2005-10-28,M,Latino,EL,Special Ed,10,0.1667,180.0,150.0,,0.5,SED,Castlemont,
42806,2005-07-18,M,African American,EO,Special Ed,9,0.8944,161.0,17.0,,4.0,SED,Castlemont,
42991,2004-01-02,F,Latino,EO,Not Special Ed,12,0.9,180.0,18.0,,3.83,SED,Castlemont,
43024,2005-04-28,F,African American,EO,Not Special Ed,11,0.3478,115.0,75.0,,1.0,Not SED,Castlemont,
43098,2004-08-08,M,Not Reported,EL,Not Special Ed,12,0.7222,180.0,50.0,,2.0,SED,Castlemont,
43136,2006-05-11,M,Latino,RFEP,Not Special Ed,10,0.6301,173.0,64.0,,3.14,SED,Castlemont,
43230,2006-09-11,F,Latino,EL,Not Special Ed,10,0.5222,180.0,86.0,,1.63,SED,Castlemont,
43331,2004-10-27,F,African American,EO,Special Ed,11,0.9333,180.0,12.0,,2.57,SED,Castlemont,
43374,2007-01-25,F,White,EO,Not Special Ed,9,0.9091,33.0,3.0,,3.57,SED,Castlemont,
43440,2004-07-03,M,Latino,EL,Not Special Ed,9,0.9216,51.0,4.0,,2.13,Not SED,Castlemont,
43476,2007-02-24,M,African American,EO,Special Ed,9,0.8722,180.0,23.0,,3.88,Not SED,Castlemont,
43673,2005-03-25,F,Latino,EL,Not Special Ed,9,0.7667,180.0,42.0,,1.88,SED,Castlemont,
43674,2003-11-30,M,Latino,EL,Not Special Ed,9,0.6458,144.0,51.0,,0.0,SED,Castlemont,
43693,2005-04-01,M,Latino,EL,Not Special Ed,11,0.7167,180.0,51.0,,2.17,SED,Castlemont,
43712,2005-04-13,M,Latino,EL,Not Special Ed,9,0.88,50.0,6.0,,2.13,Not SED,Castlemont,
43735,2004-12-20,M,Latino,EL,Not Special Ed,9,0.6714,70.0,23.0,,1.38,Not SED,Castlemont,
43775,2004-10-15,M,Latino,EL,Not Special Ed,9,0.9444,108.0,6.0,,2.5,Not SED,Castlemont,
43855,2002-09-20,F,Latino,EL,Not Special Ed,11,0.9389,180.0,11.0,,3.38,SED,Castlemont,
44076,2007-01-01,F,Latino,EL,Not Special Ed,9,0.8923,65.0,7.0,,0.0,Not SED,Castlemont,
44077,2005-09-08,M,Latino,RFEP,Special Ed,11,0.8944,180.0,19.0,,3.88,SED,Castlemont,
44083,2006-07-23,M,Latino,RFEP,Not Special Ed,9,0.8944,180.0,19.0,,2.29,SED,Castlemont,
44084,2006-07-23,F,Latino,RFEP,Not Special Ed,9,0.8944,180.0,19.0,,2.29,SED,Castlemont,
44166,2007-10-27,F,Latino,EL,Not Special Ed,9,0.8056,180.0,35.0,,0.29,SED,Castlemont,
44232,2006-03-11,M,Latino,EL,Not Special Ed,10,0.5611,180.0,79.0,,2.5,SED,Castlemont,
44253,2007-08-21,F,Latino,EL,Not Special Ed,9,0.4944,180.0,91.0,,0.5,SED,Castlemont,
44256,2004-05-28,M,Latino,EL,Not Special Ed,12,0.3855,179.0,110.0,1.0,1.0,SED,Castlemont,
44259,2004-12-22,M,Latino,RFEP,Not Special Ed,11,0.5889,180.0,74.0,,2.14,SED,Castlemont,
44276,2005-07-04,M,Latino,EL,Not Special Ed,11,0.1111,180.0,160.0,,0.33,SED,Castlemont,
44328,2004-05-12,F,Latino,EL,Not Special Ed,11,0.1371,175.0,151.0,,0.0,Not SED,Castlemont,
44330,2007-10-27,F,Latino,EL,Not Special Ed,9,0.8056,180.0,35.0,,0.29,SED,Castlemont,
